11,Final Step Wax Removal Microfiber Grip Cloth 30 cm x 30 cm (12 pcs.),1,Get the ultimate wax and polish removing microfiber cloth! Get the tack/grab you want on dried wax without the chance of scratching the surface! This microfiber towel is soft enough to dry  clean  buff and polish your paint. Remember to use the right towel for the job!,3,3,0,now(),now()
12,Purple Butterfly Glossy Motorcycle Half Helmet - Large,1,This half-helmet by Outlaw is the ultimate open face helmet featuring a polycarbonate shell  gloss finish  a removable snap-off visor  and intricate purple butterfly graphics. This is a lightweight Helmet around 2lbs (32 ounces). Comes with a plush EPS comfort lining. Outlaw helmets are made to enhance the riding experience and maximize safety and comfort. Meets or exceeds DOT certification.,12,21,0,now(),now()
13,Unisex-Adult Full-Face-Helmet-Style Helmet ,1,O'NEAL produces motorcycle and cycle gear  parts  apparel and accessories that absolutely offer the best in comfort  quality and protection every time you ride. Security  quality and protection you can trust after nearly 40 years of racing. Features: Shell IIS constructed with ABS - Weight: 1590g ( 50g) - Moisture wicking  removable/washable air channeled comfort liner- Vent holes for optimal ventilation - Integrated face shield- Height adjustable helmet shield - Padded Chin Strap with Double-D safety lock - Meets DOT and ECE 22.05 safety standards - Designed for Street  Enduro  Side by Side and Adventure Bike's- Replacement parts available.,11,29,0,now(),now()
14,Bike Racing Motorcycle Helmet Accessories ,1,The best way is to confirm its model name on the helmet shield you have. If you see the left or right top side of shield  there would be MODEL : HJ-XX. After you confirm it  you can purchase the same model's shield. ,2,12,0,now(),now()
15,General Grabber AT2 Radial Tire,1,Wraparound tread gives a rugged look and increases puncture resistance Deep two-step sipes extend tread life and increase performance on wet roads  Tiered side grooves for more predictable cornering. 7-8% wider footprint than the competition for increased road contact and grip,4,41,0,now(),now()
16,Air Compressor Pump  Digital Tire ,1,CONVENIENCE: Plug directly into Cigarette Lighter Socket of your Vehicle. 12VDC 10~15 amps  120~180W MULTIPLE USES: Inflate tires on cars  bikes  sedan and midsize SUV. DOES NOT SUPPORT LT  HT and Truck Tires. Adaptors for balls and inflatables included.,2,12,0,now(),now()
17,"Universal Hub Caps  16"" Matte Black Wheel Covers",1,This ad is for a set of 4 Black Matte aftermarket Hyundai Sonata Replica design Hub Caps. Made of ABS Plastic  these wheel covers are made with the highest quality and finish you can find in aftermarket hub caps in its range. These are universal and installs onto most domestic and foreign vehicles with 16 inch standard steel wheels. Chrome Decorative Lug Nuts are affixed  non-removable. Will clear over your wheels lug nuts.Warranty  Parts:90 day replacement on parts.,7,28,0,now(),now()
18,Rim Clamp Tyre Changer Mounting Clamp Clamping Tools,1,This bead depressor pushes the bead down into the center of the wheel which helps mounting and demounting tires  especially with low profile side walls and run flats. It is very durable because it is made of nylon polymer which won't damage wheels. Its will save you so much time and can prevent tire bead and wheel damage from over stress. ,4,66,0,now(),now()
19,Digital Tire Pressure Gauge,1,Did you realize how serous could it be with the underinflated tires? It's essential to keep a portable tire inflator in hand. Our tire inflator is the right choice for you. One more bonus  a digital tire pressure gauge is included  so you can easily check your tire pressure anytime and proceed to inflate tires accordingly. ,5,32,0,now(),now()
20,Heavy Duty Universal Lug Wrench,1,"Durability: Made from Forged heat treated carbon steel  Corrosion-Resistant: Chrome Plated  14 inches body length for easy leverage  Four socket heads fit most common SAE and metric lug nut sizes. ",6,21,0,now(),now()
21,Nautica Voyage 146363 Toilette Spray for Men,2,Launched by the design house of Nautica.When applying any fragrance please consider that there are several factors which can affect the natural smell of your skin and  in turn  the way a scent smells on you.  For instance  your mood  stress level  age  body chemistry  diet  and current medications may all alter the scents you wear.  Similarly  factor such as dry or oily skin can even affect the amount of time a fragrance will last after being applied,6,21,0,now(),now()
22,PACO RABANNE Miniature Fragrance,2,For the Ultimate Paco Rabanne lover! This Paco Rabanne gift set contains 5 assorted men's fragrances in miniature form  perfect for travel  gym bag or the man on the go. A selection of the best selling Paco Rabanne men's fragrances all in 1. Will make the perfect birthday or Holiday gift!,3,12,0,now(),now()
23,Cool Water By Zino Davidoff For Women. Deodorant Spray,2,Introduced in 1996. Fragrance notes: citrus  pineapple  and woody notes  blended with the scent of ocean air. Recommended use: casual.When applying any fragrance please consider that there are several factors which can affect the natural smell of your skin and  in turn  the way a scent smells on you.  For instance  your mood  stress level  age  body chemistry  diet  and current medications may all alter the scents you wear.  Similarly  factor such as dry or oily skin can even affect the amount of time a fragrance will last after being applied,34,54,0,now(),now()
24,Polo Black by Ralph Lauren for Men Eau De Toilette Spray,2,Polo Black by Ralph Lauren is a Woody Aromatic fragrance for men. Polo Black was launched in 2005. The nose behind this fragrance is Pierre Negrin. The fragrance features sandalwood  Tonka bean  patchouli  mango  sage  tangerine  lemon and wormwood. This product is manufactured in USA.,2,42,0,now(),now()
25, Ultrasonic Aromatherapy Oil Diffuser ,2,Ultrasonic Aromatherapy Diffuser is the safe and quiet way to freshen any room with the soothing power of aromatherapy. Instead of heat or flames  it uses sound waves ultrasonic vibrations that turn tap water and essential oil into a superfine scented mist. Simply add 130ml of water and a few drops of your favorite scented oil. It runs 3-4 hours in continuous mode  or over 6 hours in intermittent mode (30 seconds on  30 seconds off). Features silent operation  LED indicator lights and automatic shut-off. Recommended for rooms up to 215 sq. ft. ,51,12,0,now(),now()
26, Lavender Essential Oil ,2,100% Pure Bulgarian Lavender Oil and No Fillers; big 4 ounce bottle. High quality dropper - For your convenience when dispensing. Great for aromatherapy and relaxation. Improves mood,32,15,0,now(),now()
27,Laura Mercier Loose Setting Powder,2,A sheer. silky powder that looks and feels natural. Comprises the finest French cashmere talc. Light reflecting ingredient softens fine lines and imperfections. Helps even out complexion. Makes your skin perfect to set makeup.,31,12,0,now(),now()
28,Tinted Moisturizer ,2,Laura Mercier's Tinted Moisturizer is perfect for all skin types & provides ideal protection from both UVA & UVB rays with an SPF 20. 1.5 fl. oz.,21,13,0,now(),now()
29,Magic Foundation Brush,2,If this isn't the best foundation brush you have ever used  we will refund your money  no questions asked and no love lost. Cult favourite makeup brush of celebrities & makeup artists around the world. Designed by celebrity makeup artist   Jacqueline Kalab  to make makeup easy  fast and flawless. For the busy professional woman to achieve beautiful results with liquid  cream  mineral and powder makeups. Applies and blends a whole face in seconds.,21,31,0,now(),now()
30,Loose Mineral Foundation,2,Sheer Miracle SPF 30 Premium Loose Mineral Foundation - 8 grams. Simple is Better! Only 4 natural mineral ingredients: titanium dioxide  mica  iron oxides  ultramarine blue. Thanks it!,2,21,0,now(),now()
31,Charlotte Tilbury Lip Cheat Re-Shape & Re-Size Lip Liner,2,PILLOW TALK is a rich  velvety formula that will help reshape and resize your lips for a perfect pout. Pillow Talk is a barely-there nude shade that will suit all types of skin tones. WHAT MAKES LIP CHEAT LIP LINER MAGIC: • Perfect your lip shape and make your lipstick stay in place all day! • Smoothes over texture for a seamless line  so you can resize and reshape for a fuller pout. • Lasts up to 6 hours with no smudging. • Waterproof formula means there is no feathering or transfer.,2,12,0,now(),now()
32,Absolute New York Liquid Liner,2,Whether you need ultra fine precision  or dramatic definition  discover your inner eye expert with these six specially designed felt tip liners. Each dispenses a pigmented  ultra black formula that boasts budge proof  smudge proof wear. Design n Define: Expert Calligraphy Liner (Waterproof) Net Wt. 0.034 Fl Oz / 1ml,2,12,0,now(),now()
33,Prestige Cosmetics Triple Line Ink Pen,2,Back to Black: Black is classic  black is bold  black is sexy. Like a little black dress  it is stunning  powerful & timeless. Black is sophisticated without trying to hard. Dress it up  dress it down - black will never let you down. Dermatologically tested and free of gluten  GMOs  Parabens  Mineral Oil  Formaldehyde  Synthetic Fragrance and Phthalates. 24 hour extreme long-lasting and waterproof eyeliner. Innovative and versatile triple tip. Multitude of looks: dots between lashes  fine line  bold line  cat-eye  multiple lines. Ultra black semi-matte finish. Does not budge or transfer.,32,9,0,now(),now()
34,Lashes Lengthening Waterproof Mascara,2,So long smudging  xtava Define Lashes Lengthening Waterproof Mascara will not be budging. This long-wear  waterproof formula will outlast rain  sweat and tears  for a stunning stare all day and all night. Take your lashes to new heights with our specialized rubber bristles and defining wand  elongating and separating for the prettiest fringe possible.,21,3,0,now(),now()
35,Remington S5500 Digital Anti Static Ceramic Hair Straightener,2,Styling control is in your hands with the Remington 1” Ceramic Flat Iron. The extra-long ceramic plates let you style with precision and the salon-quality 410° high heat locks in styles quickly. The plates are designed with anti-static technology to reduce static and flyaways by up 50% compared to Remington standard ceramic straighteners.,5,21,0,now(),now()
36,L'Oréal Paris Colour Riche Lipstick,2,Indulge in richness beyond compare with L'Oreal Paris Lipstick from Colour Riche. Colour Riche Lipstick contains nourishing ingredients like Omega 3 and Vitamin E  plus the lipstick is enriched with Argan Oil to condition and soften lips. Your lips are kept soft  smooth  and ultra-hydrated. With a spectrum of gorgeous satin shades from bold to nearly nude  Colour Riche Lipstick offers a lip color that's perfect for every look and any occasion. • Rich color  hydrating lipstick • With Omega 3  Vitamin E and Argan Oil • Keeps lips soft  smooth and supple • Creamy satin color Apply starting in the center of your upper lip. Work from the center to outer edges of your lips  following the contour of your mouth. Then glide across the entire bottom lip.,7,4,0,now(),now()
37,Neutrogena Beach Defense Sunscreen Body Lotion Broad Spectrum Spf 70,2,Beach-strength protection  powerful enough to protect you anywhere. Help give your skin superior protection from harsh summer elements with Neutrogena Beach Defense Sunscreen Lotion with Broad Spectrum SPF 50. Ideal for active families  this beach-strength sunscreen is clinically proven to help defend against the signs of sun and water damage. This sunscreen is formulated with clinically-proven Helioplex  an advanced sunscreen technology with superior broad-spectrum protection from skin-aging UVA rays and skin-burning UVB rays. This fast-absorbing sunscreen is lightweight  oil-free  and PABA-free.,41,6,0,now(),now()
38,Caffeine Hair Loss Hair Growth Stimulating Shampoo,2,Most hair growth shampoo's just take a standard shampoo and add a couple hair supporting ingredients  resulting in those ingredients washing out before they can take affect. Hair Surge shampoo has been meticulously formulated to work as a complete delivery system  delivering the right ingredients to your hair follicles and making sure they stay there. ,24,31,0,now(),now()
39,Handmade Bar Soap  Natural Ingredients,2,NATURAL INGREDIENTS: This bar soap is made with palm oil  palm kernel oil  coconut oil  tallow  water  natural glycerin  corn starch  and natural wildflower scent  all naturally-derived ingredients.,31,3,0,now(),now()
40,Hand Wash Pump  Sea Minerals,2,hands can do amazing things. perform surgery. rebuild engines. start tickle fights. while we don’t know every application  we do know how to make soft  clean hands. our soaps are super gentle on your digits because they are made with naturally derived  biodegradable ingredients and contain vitamin E and aloe.,43,2,0,now(),now()
41,Vitamin C-1000,2,Actual product packaging and materials may contain more and different information than what is shown on our website. We recommend that you do not rely solely on the information presented and that you always read labels  warnings  and directions before using or consuming a product.,12,3,0,now(),now()
42, Multivitamin/Multimineral Supplement,2,Centrum Adults provides the essential nutrients your body needs to help support your energy  immunity  metabolism(2) and whole body health.* Centrum Adults has our highest levels of vitamin D3  a preferred form of vitamin D. Plus  Centrum Adults is now verified non-GMO and gluten free.(1) Centrum is backed by over 35 years of nutritional science expertise to bring you the most complete multivitamin. Backed by over 35 years of nutritional science expertise  Centrum is the number 1 doctor and pharmacist recommended multivitamin brand. ,41,21,0,now(),now()
43,Vicks DayQuil and NyQuil SEVERE Cold and Flu Relief,2,Vicks Dayquil severe cold and flu: maximum strength non-drowsy cold and flu relief; Vicks Nyquil severe cold and flu: maximum strength nighttime cold and flu relief,31,3,0,now(),now()
44,Tide Original Scent HE Turbo Clean Liquid Laundry Detergent,2,HE Turbo Clean technology gives you 6x cleaning power in the quick cycle vs. next leading detergent in normal cycle. Specially designed for HE machines – #1 recommended by washer manufacturers1 (1based on co-marketing agreements),41,2,0,now(),now()
45,Cottonelle CleanCare Big Roll Toilet Pape,2,Cottonelle CleanRipple Texture toilet paper gets you cleaner per sheet versus the leading national bath tissue value brand. Stand with Cottonelle toilet paper & World Wildlife Fund (WWF) to protect our planet's forests & ecosystems,31,2,0,now(),now()
46,Caramel Chocolate Peanut Nougat,2,A peanut-nougat center covered with a thick layer of caramel  all dipped in a rich chocolatey coating. Only 2 grams of net carbs and 1 gram of sugar per serving.Excellent source of protein & fiber,31,3,0,now(),now()
47,Nature's Bounty Biotin 5000 mcg,2,Biotin is a water-based vitamin found in oatmeal  vegetables  and soy. As part of the B-Family of vitamins  Biotin helps supprt a healthy nervous system and has other benefits as well.,21,2,0,now(),now()
48,100% Whey Protein Powder,2,Optimum nutrition's gold standard 100% whey uses pure whey protein isolates as the primary ingredient. Combined with ultra-filtered whey protein concentrate  each serving provides 24 grams of all-whey protein and 5.5 Grams of naturally occurring branched chain amino acids (BCAAs) which are prized by athletes for their muscle building qualities. With more than 20 tempting flavors to choose from  ON’s gold standard 100% whey gives you plenty of ways to keep workout recovery interesting.,12,6,0,now(),now()
49,Daily Moisture Renewal Hydrating Shampoo and Conditioner,2,Pantene daily moisture renewal shampoo: kick dryness to the curb with Pantene pro-v daily moisture renewal hydrating shampoo. The antioxidant-rich formula found in this moisturizing shampoo gently cleanses with a rich  creamy lather  and hydrates for an all-day moisturized feel  leaving hair soft  manageable  and strong against damage. ,31,32,0,now(),now()
50,Dishwasher Detergent Tablets,2,Our Powerball supercharges the tablet  bursting into action to scrub away the toughest food residues like dried-on food  such as lasagna and oatmeal. Our powerful cleaners remove even the toughest stains  like coffee & tea  and gently scrub your dishes & glasses sparkling clean. All In 1 tablets (individually wrapped and pre-measured) are safe for septic systems.,32,4,0,now(),now()
51,Colgate Total Whitening Toothpaste,2,You can smile confidently when you use Colgate Total + Whitening Toothpaste. It not only offers the benefits of regular toothpaste but also refreshes and whitens teeth by gently removing surface stains. This teeth-whitening toothpaste is specially formulated to eliminate stains and fight against cavities  plaque and gingivitis while preventing the occurrence of new stains and tartar buildup.,31,8,0,now(),now()
52,Brain Myths Exploded: Lessons from Neuroscience,3,Human brain is about the single most important organ for life on this planet as of now. Even as a large number of us develop an ever deeper understanding of subjects ranging from the big bang and black holes to artificial intelligence or genetics  what we - the non-experts - understand about human brains is pitifully low. Neuroscience is not only extremely incomplete but enormously complicated when explained in the standard  theoretical ways. Too many terms with exotic names  almost no logical/deductive explanation streams make explanations about the working of this organ nothing but a long string of facts that exist without any rhyme or reason.,12,9,0,now(),now()
53,The Art of Invisibility,3,Kevin Mitnick  the world's most famous hacker  teaches you easy cloaking and countermeasures for citizens and consumers in the age of Big Brother and Big Data.,41,5,0,now(),now()
54,Work Rules!,3,From the visionary head of Google's innovative People Operations - a groundbreaking inquiry into the philosophy of work and a blueprint for attracting the most spectacular talent to your business and ensuring the best and brightest succeed.,12,21,0,now(),now()
55,The Productivity Project,3,A fresh  personal  and entertaining exploration of a topic that concerns all of us: how to be more productive at work and in every facet of our lives.,41,5,0,now(),now()
56,TED Talks,3,Since taking over TED in the early 2000s  Chris Anderson has shown how carefully crafted short talks can be the key to unlocking empathy  stirring excitement  spreading knowledge  and promoting a shared dream,21,3,0,now(),now()
57,The 5 Second Rule,3,Throughout your life  you've had parents  coaches  teachers  friends  and mentors who have pushed you to be better than your excuses and bigger than your fears. What if the secret to having the confidence and courage to enrich your life and work is simply knowing how to push yourself?,14,2,0,now(),now()
58,How to Win Friends & Influence People,3,For more than sixty years the rock-solid  time-tested advice in this book has carried thousands of now famous people up the ladder of success in their business and personal lives.,3,12,0,now(),now()
59,The Power of Habit,3,A young woman walks into a laboratory. Over the past two years  she has transformed almost every aspect of her life. She has quit smoking  run a marathon  and been promoted at work. The patterns inside her brain  neurologists discover  have fundamentally changed.,4,2,0,now(),now()
60,How to Talk to Anyone,3,"What is that magic quality that makes some people instantly loved and respected? Everyone wants to be their friend (or  if single  their lover!) In business  they rise swiftly to the top of the corporate ladder. What is their ""Midas touch?""",21,8,0,now(),now()
61,The Like Switch,3,From a former FBI Special Agent specializing in behavior analysis and recruiting spies comes a handbook filled with his proven strategies on how to instantly read people and influence how they perceive you  so you can easily turn on the like switch.,32,6,0,now(),now()
62,Never Split the Difference,3,A former international hostage negotiator for the FBI offers a new field-tested approach to high-stakes negotiations - whether in the boardroom or at home.,34,7,0,now(),now()
63,The Subtle Art of Not Giving a F*ck,3,In this generation-defining self-help guide  a superstar blogger cuts through the crap to show us how to stop trying to be positive all the time so that we can truly become better  happier people.,12,4,0,now(),now()
64,Extreme Ownership,3,In Extreme Ownership  Jocko Willink and Leif Babin share hard-hitting Navy SEAL combat stories that translate into lessons for business and life. With riveting firsthand accounts of making high-pressure decisions as Navy SEAL battlefield leaders  this audiobook is equally gripping for leaders who seek to dominate other arenas.,12,12,0,now(),now()
65,High Performance Habits,3,After extensive original research and a decade as the world’s highest-paid performance coach  Brendon Burchard finally reveals the most effective habits for reaching long-term success. Based on one of the largest surveys ever conducted on high performers  it turns out that just six habits move the needle the most in helping you succeed. Adopt these six habits  and you win. Neglect them  and life is a never-ending struggle. ,54,21,0,now(),now()
66,How to Stop Procrastinating,3,The truth is: If you're someone who procrastinates  then this bad habit is limiting your success in a variety of ways. If you don't address this issue  then you'll reduce the likelihood that you'll achieve your major goals.,12,9,0,now(),now()
67,The 21 Day Miracle,3,Listen carefully: you were meant for more. You have a message  story  or experience that’s going to change the world. And the fact is  I didn't need to tell you that. You’ve known it all your life.,21,7,0,now(),now()
68,Warrior,3,The world needs you now more than ever. With a nation in turmoil  poverty on the rise  and world governments growing increasingly hostile to faith  God is calling his people to stand up for the His principles.,31,12,0,now(),now()
69,From Failure to Success,3,Written by bestselling author Martin Meadows  From Failure to Success: Everyday Habits and Exercises to Build Mental Resilience and Turn Failures Into Successes reveals what failure really is and how to deal with it in a constructive way that will help you achieve success.,1,7,0,now(),now()
70,Better and Faster,3,"In our world of chaos and change  what are you overlooking? If you knew the answer  you’d be a better innovator  better manager  and better investor.",7,3,0,now(),now()
71, Women's High Crew-Neck Half-Sleeve Bodysuit,4,Essentialist pieces craft understated sophistication with dramatic silhouettes and classic  clean details.,41,2,0,now(),now()
72,Women's Stretch Poplin Slim Button Down Shirt,4,The Essentialist collection boasts elevated versions of classic looks in solids and stripes that stay timeless season after season. Add a shift dress  sheath dress  long sleeve dress  or shirt dress to your wardrobe of work dresses for women for an office-ready look that takes care of business. Our dress pants pair well with button up blouses and other understated shirts for women  while a weekend has never been more comfy in a boyfriend-style t-shirt. Step out on edgy evenings in one of our jumpsuits for women or keep it classic in a little black dress. Whether you choose a skater dress or a midi skirt as your next new favorite  Essentialist’s easily paired pieces deliver effortless style.,21,7,0,now(),now()
73,Women's Lia Eyelet Border Wide Sleeve Top,4,Ella Moon's collection of feminine bohemian clothing speaks to hopeless romantics and globe trotters alike. With detailed embroidery and free-wheeling fringe  Ella Moon's sundresses  peasant blouses  maxi dresses  and flowy tops boast relaxed fits and dreamy details that bring a touch of romance wherever you roam.,12,8,0,now(),now()
74,Women's Sleeveless Woven Shell Top,4,Lark & Ro’s collection of women’s dresses  blouses  dress shirts  cardigans  jackets  outerwear  and more marries soft fabrics with classic designs for easily paired pieces that take care of business. Our stylish selection includes office clothes for work  warm coats  and 100% cashmere sweaters as well as casual tops and formal dresses for parties and wedding guests.,42,12,0,now(),now()
75,Women's Fashion Casual Long Sleeve Slim Office Blazer ,4,"Choies walks you along Fresh Spring  Hot Summer  Golden Fall and Cool Winter;Many years later  we will still be together in fashion sense. We are trying to tell you the secret of Street Fashion;It is an attitude  a kind of gesture towards life to bring heart to commerce and become better origin of fashion inspiration. Our goal is to inspire and be inspired by cool girls all over the world.",21,11,0,now(),now()
76,Women's Office Blazer Jacket Open Front,4,"Fabric_100% ployester  Lining:100% ployester Imported. Machine wash or hand wash cold water  do not bleach  hang dry.Long sleeve open front office blazer for women solid color business jacket.Unique design with hook & eye closue in front fashion and trendy.Fabric is light  soft and comfortable when wearing it. Lining attached inside. Great with pants skirts and so on.Work style is able to make women more elegant. Perfect for work  meetings  or other professional events bring you chic look",21,10,0,now(),now()
77,Women's Sheath Tank Dress Sleeveless Bodycon Midi Dress,4,"65% rayon +30% nylon+5% spandex. Imported. Hand wash by cold water.Do not bleach.Hang dry. Sleeveless  slim fit  straight  midi dress. Women's comfy fitted semi formal bodycon tank dress. Soft and breathable comfort dress beautifully and flattering fit. Lightweight fabric and relax yourself.Can be easily dress up or dress down. Perfect for office night out casual  work wear or summer holiday  cocktail evening party",3,12,0,now(),now()
78,Women's Floral Print Sleeveless Split Cocktail Party Bodycon Dress,4,"95%Polyster  5%Spandex. Sleeveless  Slim Fit  Knee Length  Back Slit. Stretchy  Tight  Non-Lining  Casual Wear  For Women. Model: Height:172cm/5'8""  Bust:87cm/34""  Waist:63cm/25""  Hip:90cm/35""  Wear: Size S. Please refer to Size Chart in Product Description as below",12,5,0,now(),now()
79,Women's Business Bodycon Pencil Dress for Work,4,Imported. Material: 95% Polyester  5% Spandex. V-Neck  Cap Sleeve  Above Knees. Special Contrast Pattern  Slim Cutting. Made of stretchy material that’s comfortable to wear.Classic style  suitable for business  casual outdoor  evening party  etc. Hand Wash Only  Low Temperature for Ironing,32,3,0,now(),now()
80,Levi Strauss & Co Men's Regular Jean,4,Regular fit jeans provide authentic style and comfort for all occasions. Crafted from premium quality  durable denim  these regular fit jeans offer a classic fit through the seat and thigh and are cut straight from the knee to ankle. Quality you trust from Levi's Strauss and co  established 1853.,31,12,0,now(),now()
81, Levi Strauss & Co Men's Slim Straight Jean,4,99% Cotton  1% Elastane. Imported. Machine Wash. Premium denim that flexes with you .All day comfort and style,32,4,0,now(),now()
82,Women's Classic High Waist FLARE & SKINNY Denim Jeans Bell Bottoms,4,Urban K is a registered U.S. Trademarked brand and is offered exclusively through Urban K storefront on Amazon. To ensure authenticity of items being purchased  please make sure to purchase through Urban K Storefront only.,37,5,0,now(),now()
83,Men's Slim-Fit Long-Sleeve Solid Oxford Shirt,4,"100% Cotton.Imported. Machine wash. This classic  versatile shirt provides a clean  buttoned-up look with a special wash for a soft feel and maximum comfortSlim fit: closer-fitting in the chest  slightly tapered through the waist for a tailored look Model is 6'1"" and wearing a size Medium. if you like J. Crew or Banana Republic oxford shirts  check out Goodthreads' selection of effortlessly stylish oxfords",2,10,0,now(),now()
84,Men's Big & Tall Short-Sleeve Shirt,4,60% Cotton/40% Polyester. Imported. Machine Wash. Short-sleeve shirt with button front featuring button-down collar and chest pocket,3,12,0,now(),now()
85,Men's Big & Tall Double-Brushed Plaid Flannel Shirt,4,Relaxed fit. Classic shirt collar. Long sleeves with adjustable cuffs. Button-flap chest pockets. 100% cotton,23,2,0,now(),now()
86,Men's CVC Crew,4,"60% Cotton  40% Blend. Pull On closure. 60% combed ring-spun cotton/40% polyester jersey 4.3 oz. fabric laundered for reduced shrinkage. 32 singles for extreme softnessslightly heathered",12,3,0,now(),now()
87,T shirt for Men American Flag Men's,4,USA Flag t-shirt suitable for social party and dality life.Please feel free to contact us if there is any problem about the product.Your satisfctory is our target.,12,3,0,now(),now()
88,Sedmart Tree of life pendant Amethyst Rose Crystal Necklace ,4,A:Specifications:Chain Length:18 inches +1.99 inches. Main Stone:Amethyst Green Aventurine lapis lazuli rose quartz Seven Chakra Color: Vintage Red Bronze   Pendant Shape:Round,12,6,0,now(),now()
89,Dried Pressed Flower Pendant Necklace,4,Giulia's Pressed Flower Pendant Necklace is made with high-grade metals and glass that allow for longer shining if handled with care. The prisms seen on the glass-cut allows the perception of dimension and give the jewelry a nice finesse touch.,43,4,0,now(),now()
90,Lotus Flower Earrings lightweight Ear Cuffs ,4,SIMPLE YET ELEGANT: These lotus flower earrings for women look elegant and are uniquely designed to show off your chic side. They are easy to pair with just about any outfit thanks to their exceptional and carefully thought out design. FLOWER BACK EARRINGS: If you like changing up your style every day the Oreolle front back earrings are a must have in your collection of accessories. They present the option of wearing the lotus in front or behind the earlobe. ENHANCE APPEARANCE: The inspiring lotus flower outlined in these stud earrings will enhance your appearance and brighten your day. The lotus is a symbol for new beginnings which will also inspire you to be as strong as you are beautiful.,1,9,0,now(),now()
